source;target;method;length_m;Country;geometry;diameter_mm;index;param;name;capacity_Mm^3/d;mm_len;id;country_code;uncertainty;tags
(915376.3879304016, 6379272.608898716);(922245.8023877636, 6357917.149172286);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};14542.72;True;LINESTRING (915376.3879304016 6379272.608898716, 922245.8023877636 6357917.149172286);1000.0;4447;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.549316, 'length_km': 14.54272, 'long_mean': 8.25382, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB3', 'DEB3'], 'nuts_id_3': ['DEB3B', 'DEB3I'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_175_Seg_0_Seg_0;61.37956396400001;22433.112024732734;LKD_PS_175_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06223199999999806, 'length_km': 0.5, 'long_mean': 0.030854500000000225, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(915376.3879304016, 6379272.608898716);(900024.2056356105, 6370627.030679673);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};11413.33;True;LINESTRING (915376.3879304016 6379272.608898716, 900024.2056356105 6370627.030679673);1000.0;4478;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.586373, 'length_km': 11.41333, 'long_mean': 8.15401, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB3', 'DEB3'], 'nuts_id_3': ['DEB3B', 'DEB3D'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_216_Seg_0_Seg_0;61.37956396400001;17619.180569881493;LKD_PS_216_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.025175000000000836, 'length_km': 0.5, 'long_mean': 0.0689554999999995, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(915376.3879304016, 6379272.608898716);(900024.2056356105, 6370627.030679673);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};12285.073;True;LINESTRING (915376.3879304016 6379272.608898716, 900024.2056356105 6370627.030679673);1100.0;4479;{'diameter_mm': 1100.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.585191, 'length_km': 12.285073, 'long_mean': 8.158596, 'max_cap_M_m3_per_d': 76.084332748, 'max_pressure_bar': 80.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB3', 'DEB3'], 'nuts_id_3': ['DEB3B', 'DEB3D'], 'path_lat': [49.612508, 49.555511], 'path_long': [8.218843, 8.107518], 'start_year': None};LKD_PS_217_Seg_0_Seg_0;76.084332748;17619.180569881493;LKD_PS_217_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.025175000000000836, 'length_km': 0.25, 'long_mean': 0.0689554999999995, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(691000.9336069701, 6579081.962192123);(735934.489468221, 6517654.026973668);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};49175.097;True;LINESTRING (691000.9336069701 6579081.962192123, 735934.489468221 6517654.026973668);950.0;4448;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.613385, 'length_km': 49.175097, 'long_mean': 6.359337, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA2', 'DEA2'], 'nuts_id_3': ['DEA2D', 'DEA28'], 'path_lat': [50.746635, 50.535764], 'path_long': [6.200775, 6.418193], 'start_year': None};LKD_PS_177_Seg_0_Seg_0;48.80510625278217;76107.92118786905;LKD_PS_177_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.175180000000001, 'length_km': 0.25, 'long_mean': 0.2018225, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(691000.9336069701, 6579081.962192123);(735934.489468221, 6517654.026973668);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};48704.394;True;LINESTRING (691000.9336069701 6579081.962192123, 735934.489468221 6517654.026973668);1000.0;4449;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.568728, 'length_km': 48.704394, 'long_mean': 6.430463, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEA', 'DEA'], 'nuts_id_2': ['DEA2', 'DEA2'], 'nuts_id_3': ['DEA2D', 'DEA28'], 'path_lat': [50.75212, 50.581383, 50.530475, 50.495285, 50.45069], 'path_long': [6.219163, 6.393725, 6.469568, 6.523123, 6.589285], 'start_year': None};LKD_PS_179_Seg_0_Seg_0;61.37956396400001;76107.92118786905;LKD_PS_179_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.175180000000001, 'length_km': 0.14285714285714285, 'long_mean': 0.2018225, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(691000.9336069701, 6579081.962192123);(639813.5600724439, 6576940.357688122);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'M_Heuristics.app_Phys_Heur_Move_Capacity()', 'max_pressure_bar': 'log_M_Heuristics.PipeSegment_pressure()', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': 'raw'};32385.469999999998;True;LINESTRING (691000.9336069701 6579081.962192123, 639813.5600724439 6576940.357688122);800.0;6012;{'diameter_mm': 800.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.75474, 'length_km': 32.38547, 'long_mean': 5.977447, 'max_cap_M_m3_per_d': 19.988096701320938, 'max_pressure_bar': 68.88747638380357, 'nuts_id_1': ['DEA', 'BE2'], 'nuts_id_2': ['DEA2', 'BE22'], 'nuts_id_3': ['DEA2D', 'BE223'], 'path_lat': [50.75489], 'path_long': [5.97743], 'start_year': 1998};PLL_823_Seg_0_Seg_0_Seg_0;19.988096701320938;51232.15473913497;PLL_823_Seg_0_Seg_0_Seg_0;['DE', 'BE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.006085500000001076, 'length_km': 0.3333333333333333, 'long_mean': 0.22991199999999964, 'max_cap_M_m3_per_d': 0.0, 'max_pressure_bar': 0.9251477641146606, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': 0};{}
(735934.489468221, 6517654.026973668);(755779.6377309195, 6489757.131356673);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};21836.894;True;LINESTRING (735934.489468221 6517654.026973668, 755779.6377309195 6489757.131356673);950.0;4450;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.330404, 'length_km': 21.836894, 'long_mean': 6.700148, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEA', 'DEB'], 'nuts_id_2': ['DEA2', 'DEB2'], 'nuts_id_3': ['DEA28', 'DEB24'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_182_Seg_0_Seg_0;48.80510625278217;34235.45960891952;LKD_PS_182_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.07998699999999914, 'length_km': 0.5, 'long_mean': 0.08913600000000031, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(735934.489468221, 6517654.026973668);(755779.6377309195, 6489757.131356673);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};22707.821;True;LINESTRING (735934.489468221 6517654.026973668, 755779.6377309195 6489757.131356673);1000.0;4464;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.34618, 'length_km': 22.707821, 'long_mean': 6.700885, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEA', 'DEB'], 'nuts_id_2': ['DEA2', 'DEB2'], 'nuts_id_3': ['DEA28', 'DEB24'], 'path_lat': [50.398224, 50.325688], 'path_long': [6.652745, 6.750498], 'start_year': None};LKD_PS_199_Seg_0_Seg_0;61.37956396400001;34235.45960891952;LKD_PS_199_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.07998699999999914, 'length_km': 0.25, 'long_mean': 0.08913600000000031, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(755779.6377309195, 6489757.131356673);(773802.1519708598, 6468482.1432261355);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};17837.515;True;LINESTRING (755779.6377309195 6489757.131356673, 773802.1519708598 6468482.1432261355);950.0;4451;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.189235, 'length_km': 17.837515, 'long_mean': 6.870234, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB2'], 'nuts_id_3': ['DEB24', 'DEB24'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_183_Seg_0_Seg_0;48.80510625278217;27882.54184043083;LKD_PS_183_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0611815, 'length_km': 0.5, 'long_mean': 0.0809495, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(755779.6377309195, 6489757.131356673);(773802.1519708598, 6468482.1432261355);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};19601.030000000002;True;LINESTRING (755779.6377309195 6489757.131356673, 773802.1519708598 6468482.1432261355);1000.0;4465;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.192482, 'length_km': 19.60103, 'long_mean': 6.882053, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB2'], 'nuts_id_3': ['DEB24', 'DEB24'], 'path_lat': [50.248305, 50.143152], 'path_long': [6.826722, 6.961022], 'start_year': None};LKD_PS_200_Seg_0_Seg_0;61.37956396400001;27882.54184043083;LKD_PS_200_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0611815, 'length_km': 0.25, 'long_mean': 0.0809495, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(773802.1519708598, 6468482.1432261355);(800697.7201829501, 6439223.204736136);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};25502.105;True;LINESTRING (773802.1519708598 6468482.1432261355, 800697.7201829501 6439223.204736136);950.0;4452;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.043656, 'length_km': 25.502105, 'long_mean': 7.071986, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB2'], 'nuts_id_3': ['DEB24', 'DEB22'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_184_Seg_0_Seg_0;48.80510625278217;39742.38381140194;LKD_PS_184_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0843974999999979, 'length_km': 0.5, 'long_mean': 0.1208034999999996, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(773802.1519708598, 6468482.1432261355);(800697.7201829501, 6439223.204736136);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};28199.514;True;LINESTRING (773802.1519708598 6468482.1432261355, 800697.7201829501 6439223.204736136);1000.0;4466;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 50.045781, 'length_km': 28.199514, 'long_mean': 7.080879, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB2'], 'nuts_id_3': ['DEB24', 'DEB22'], 'path_lat': [50.134668, 49.961143], 'path_long': [6.973384, 7.206158], 'start_year': None};LKD_PS_201_Seg_0_Seg_0;61.37956396400001;39742.38381140194;LKD_PS_201_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.0843974999999979, 'length_km': 0.25, 'long_mean': 0.1208034999999996, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(800697.7201829501, 6439223.204736136);(814333.0219712367, 6423818.921188078);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};13236.294;True;LINESTRING (800697.7201829501 6439223.204736136, 814333.0219712367 6423818.921188078);950.0;4453;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.914706, 'length_km': 13.236294, 'long_mean': 7.254034, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB1'], 'nuts_id_3': ['DEB22', 'DEB15'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_185_Seg_0_Seg_0;48.80510625278217;20572.15123623732;LKD_PS_185_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04455300000000051, 'length_km': 0.5, 'long_mean': 0.06124400000000029, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(800697.7201829501, 6439223.204736136);(814333.0219712367, 6423818.921188078);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};16042.712000000001;True;LINESTRING (800697.7201829501 6439223.204736136, 814333.0219712367 6423818.921188078);1000.0;4467;{'diameter_mm': 1000.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.918424, 'length_km': 16.042712, 'long_mean': 7.265184, 'max_cap_M_m3_per_d': 61.37956396400001, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB2', 'DEB1'], 'nuts_id_3': ['DEB22', 'DEB15'], 'path_lat': [49.964443, 49.879842], 'path_long': [7.220401, 7.332268], 'start_year': None};LKD_PS_202_Seg_0_Seg_0;61.37956396400001;20572.15123623732;LKD_PS_202_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04455300000000051, 'length_km': 0.25, 'long_mean': 0.06124400000000029, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
(814333.0219712367, 6423818.921188078);(821142.7691815336, 6403014.586840528);{'diameter_mm': 'raw', 'end_year': None, 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'fill_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'log_raw', 'max_pressure_bar': 'raw', 'nuts_id_1': 'make_Attrib(const)', 'nuts_id_2': 'make_Attrib(const)', 'nuts_id_3': 'make_Attrib(const)', 'path_lat': 'K_Netze.make_path_latlong(lat)', 'path_long': 'K_Netze.make_path_latlong(lat)', 'start_year': None};14115.114;True;LINESTRING (814333.0219712367 6423818.921188078, 821142.7691815336 6403014.586840528);950.0;4454;{'diameter_mm': 950.0, 'end_year': None, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 49.809851, 'length_km': 14.115114, 'long_mean': 7.345864, 'max_cap_M_m3_per_d': 48.80510625278217, 'max_pressure_bar': 68.0, 'nuts_id_1': ['DEB', 'DEB'], 'nuts_id_2': ['DEB1', 'DEB1'], 'nuts_id_3': ['DEB15', 'DEB15'], 'path_lat': [], 'path_long': [], 'start_year': None};LKD_PS_186_Seg_0_Seg_0;48.80510625278217;21890.477032554318;LKD_PS_186_Seg_0_Seg_0;['DE', 'DE'];{'diameter_mm': 0, 'end_year': None, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.06030200000000007, 'length_km': 0.5, 'long_mean': 0.03058650000000007, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'nuts_id_1': 0, 'nuts_id_2': 0, 'nuts_id_3': 0, 'path_lat': 0, 'path_long': 0, 'start_year': None};{}
